Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1512.5,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1499.55047,1512.94953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.517981188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. BLEED vs Global Esports | MAP 1 | Sunset,"3,22,23,24",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,,,,,,,,,,,,
"Monday, February 19th 3:15 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,40%,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,42%,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLEED vs Global Esports | MAP 2 | Icebox,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,,,,,,,,,,,
"Monday, February 19th 3:15 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,82%,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,33%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLEED vs Global Esports | MAP 3 | Split,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,,,,,,,,,,
"Monday, February 19th 3:15 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,58%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,33%,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,A,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1487.5,1487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1475,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. T1 vs ZETA DIVISION | MAP 1 | Ascent,"3,24,17,20",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,,,,,,,,,,
"Monday, February 19th 7:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,50%,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,42%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1 vs ZETA DIVISION | MAP 2 | Lotus,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,,,,,,,,,,,,,,,,,
"Monday, February 19th 7:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,100%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,75%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,57%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,76%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,68%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1 vs ZETA DIVISION | MAP 3 | Sunset,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,,,,,,,,,,,,,
"Monday, February 19th 7:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,63%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,67%,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,A,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1512.5,1512.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1525,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. DetonationN FocusMe vs Team Secret | MAP 1 | Lotus,"2,20,24",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,,,,,,,,,,,,,,,,,,
"Tuesday, February 20th 2:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,0%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,42%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,33%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,45%,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,29%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
